frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
4809.58,9.22,1.20,9.45,1.47,-1.47,-1.28,-0.84,7.75,7.97,8.02
4857.67,8.99,1.21,9.16,1.29,-1.29,-1.18,-0.82,7.71,7.87,7.78
4906.25,8.75,1.24,8.81,1.04,-1.04,-1.05,-0.80,7.71,7.76,7.51
4955.31,8.39,1.03,8.40,0.77,-0.77,-0.90,-0.78,7.62,7.63,7.36
5004.87,7.91,0.69,7.96,0.49,-0.49,-0.72,-0.75,7.43,7.47,7.22
5054.91,7.32,0.21,7.48,0.19,-0.19,-0.52,-0.73,7.13,7.29,7.11
5105.46,6.79,-0.23,6.99,-0.10,0.10,-0.28,-0.71,6.89,7.08,7.02
5156.52,6.40,-0.53,6.48,-0.38,0.38,0.00,-0.69,6.78,6.86,6.93
5208.08,6.05,-0.71,5.94,-0.66,0.66,0.32,-0.66,6.72,6.61,6.76
5260.16,5.70,-0.87,5.35,-0.99,0.99,0.67,-0.64,6.69,6.34,6.57
5312.77,5.12,-0.86,4.70,-1.35,1.35,1.07,-0.62,6.47,6.05,5.98
5365.89,4.40,-1.59,4.02,-1.73,1.73,1.50,-0.60,6.13,5.74,5.99
5419.55,3.56,-2.44,3.32,-2.10,2.10,1.97,-0.58,5.66,5.41,6.00
5473.75,2.84,-2.40,2.63,-2.45,2.45,2.46,-0.56,5.29,5.08,5.24
5528.49,2.07,-2.71,1.99,-2.75,2.75,2.94,-0.54,4.83,4.74,4.78
5583.77,1.35,-2.95,1.41,-3.01,3.01,3.41,-0.52,4.37,4.42,4.30
5639.61,0.72,-3.14,0.88,-3.23,3.23,3.80,-0.50,3.95,4.11,3.86
5696.00,0.00,-3.45,0.43,-3.40,3.40,4.09,-0.49,3.40,3.83,3.45
5752.96,-0.57,-3.85,0.05,-3.52,3.52,4.24,-0.47,2.95,3.57,3.28
5810.49,-0.98,-4.07,-0.22,-3.57,3.57,4.24,-0.45,2.60,3.35,3.09
5868.60,-1.07,-3.95,-0.38,-3.55,3.55,4.07,-0.44,2.48,3.17,2.88
5927.28,-0.85,-3.63,-0.43,-3.44,3.44,3.78,-0.42,2.60,3.02,2.78
5986.56,-0.60,-3.38,-0.38,-3.25,3.25,3.41,-0.40,2.66,2.87,2.78
6046.42,-0.29,-3.30,-0.26,-3.03,3.03,2.99,-0.39,2.74,2.77,3.01
6106.89,0.04,-2.89,-0.07,-2.79,2.79,2.55,-0.37,2.84,2.72,2.93
6167.96,0.35,-2.50,0.16,-2.50,2.50,2.13,-0.36,2.86,2.67,2.85
6229.64,0.66,-2.08,0.44,-2.17,2.17,1.72,-0.35,2.83,2.61,2.74
6291.93,0.98,-1.64,0.75,-1.78,1.78,1.34,-0.33,2.76,2.53,2.62
6354.85,1.26,-1.25,1.08,-1.37,1.37,0.99,-0.32,2.63,2.44,2.51
6418.40,1.52,-0.85,1.38,-0.96,0.96,0.67,-0.31,2.49,2.34,2.37
6482.58,1.65,-0.57,1.64,-0.59,0.59,0.38,-0.30,2.25,2.24,2.22
6547.41,1.76,-0.29,1.86,-0.26,0.26,0.12,-0.29,2.03,2.12,2.05
6612.88,1.85,-0.07,2.03,0.04,-0.04,-0.13,-0.27,1.81,1.99,1.92
6679.01,2.09,0.31,2.18,0.33,-0.33,-0.35,-0.26,1.77,1.85,1.78
6745.80,2.33,0.69,2.31,0.60,-0.60,-0.56,-0.25,1.74,1.71,1.64
6813.26,2.58,1.15,2.42,0.83,-0.83,-0.76,-0.24,1.75,1.59,1.43
6881.39,2.79,1.57,2.52,1.05,-1.05,-0.95,-0.23,1.75,1.47,1.22
6950.21,2.87,1.75,2.59,1.23,-1.23,-1.13,-0.23,1.64,1.36,1.12
7019.71,2.81,1.55,2.65,1.39,-1.39,-1.29,-0.22,1.42,1.26,1.26
7089.91,2.78,1.62,2.69,1.53,-1.53,-1.45,-0.21,1.26,1.17,1.16
7160.81,2.79,1.75,2.71,1.63,-1.63,-1.58,-0.20,1.17,1.08,1.04
7232.41,2.90,1.97,2.71,1.71,-1.71,-1.69,-0.19,1.20,1.00,0.93
7304.74,2.98,2.13,2.68,1.76,-1.76,-1.78,-0.19,1.23,0.92,0.85
7377.79,3.07,2.29,2.63,1.78,-1.78,-1.82,-0.18,1.29,0.84,0.78
7451.56,3.13,2.41,2.55,1.78,-1.78,-1.84,-0.18,1.36,0.77,0.72
7526.08,3.06,2.38,2.45,1.76,-1.76,-1.81,-0.17,1.31,0.69,0.68
7601.34,2.96,2.31,2.33,1.72,-1.72,-1.76,-0.17,1.24,0.61,0.65
7677.35,2.85,2.24,2.20,1.68,-1.68,-1.69,-0.16,1.17,0.52,0.61
7754.13,2.72,2.17,2.07,1.65,-1.65,-1.60,-0.16,1.07,0.42,0.55
7831.67,2.62,2.10,1.94,1.63,-1.63,-1.50,-0.16,0.99,0.31,0.52
7909.98,2.54,2.08,1.81,1.60,-1.60,-1.41,-0.15,0.95,0.21,0.46
7989.08,2.48,2.09,1.68,1.57,-1.57,-1.32,-0.15,0.92,0.11,0.39
8068.98,2.41,2.05,1.54,1.53,-1.53,-1.23,-0.15,0.88,0.01,0.36
8149.67,2.25,1.99,1.39,1.48,-1.48,-1.15,-0.15,0.77,-0.09,0.26
8231.16,2.06,1.87,1.22,1.41,-1.41,-1.07,-0.15,0.66,-0.19,0.19
8313.47,1.82,1.68,1.03,1.31,-1.31,-1.01,-0.15,0.51,-0.29,0.14
8396.61,1.64,1.57,0.82,1.20,-1.20,-0.95,-0.16,0.45,-0.37,0.07
8480.57,1.43,1.41,0.60,1.06,-1.06,-0.89,-0.16,0.37,-0.45,0.02
8565.38,1.24,1.24,0.38,0.91,-0.91,-0.85,-0.16,0.34,-0.53,0.00
8651.03,0.90,0.93,0.14,0.74,-0.74,-0.80,-0.17,0.16,-0.60,-0.03
8737.54,0.37,0.39,-0.10,0.57,-0.57,-0.77,-0.17,-0.19,-0.67,-0.02
8824.92,-0.33,-0.32,-0.35,0.39,-0.39,-0.73,-0.18,-0.71,-0.73,-0.01
8913.17,-1.20,-1.21,-0.59,0.21,-0.21,-0.70,-0.18,-1.41,-0.80,0.01
9002.30,-2.05,-2.06,-0.81,0.07,-0.07,-0.67,-0.19,-2.12,-0.88,0.01
9092.32,-2.79,-2.81,-1.01,-0.04,0.04,-0.65,-0.19,-2.75,-0.97,0.02
9183.25,-3.38,-3.36,-1.19,-0.11,0.11,-0.63,-0.20,-3.26,-1.07,-0.02
9275.08,-3.83,-3.75,-1.35,-0.15,0.15,-0.61,-0.21,-3.67,-1.20,-0.08
9367.83,-4.33,-4.14,-1.51,-0.17,0.17,-0.60,-0.22,-4.15,-1.34,-0.19
9461.51,-4.78,-4.40,-1.66,-0.17,0.17,-0.58,-0.22,-4.61,-1.49,-0.38
9556.12,-5.27,-4.62,-1.81,-0.14,0.14,-0.57,-0.23,-5.12,-1.66,-0.65
9651.68,-5.63,-4.62,-1.95,-0.11,0.11,-0.56,-0.24,-5.52,-1.84,-1.01
9748.20,-5.68,-4.25,-2.09,-0.06,0.06,-0.55,-0.25,-5.62,-2.03,-1.43
9845.68,-5.51,-3.52,-2.23,-0.02,0.02,-0.54,-0.26,-5.49,-2.21,-1.99
9944.14,-5.29,-2.61,-2.38,0.01,-0.01,-0.54,-0.27,-5.30,-2.40,-2.68
10043.58,-4.95,-1.55,-2.55,0.03,-0.03,-0.53,-0.28,-4.97,-2.57,-3.40
10144.02,-4.44,-0.32,-2.72,0.02,-0.02,-0.53,-0.30,-4.45,-2.74,-4.12
10245.46,-3.72,1.12,-2.90,-0.00,0.00,-0.53,-0.31,-3.71,-2.90,-4.84
10347.91,-2.83,2.75,-3.08,-0.03,0.03,-0.52,-0.32,-2.80,-3.05,-5.58
10451.39,-1.90,4.43,-3.25,-0.07,0.07,-0.53,-0.33,-1.83,-3.19,-6.33
10555.91,-1.12,5.70,-3.42,-0.10,0.10,-0.53,-0.35,-1.01,-3.32,-6.82
10661.46,-0.54,6.72,-3.58,-0.13,0.13,-0.53,-0.36,-0.40,-3.45,-7.26
10768.08,-0.56,7.03,-3.73,-0.15,0.15,-0.53,-0.38,-0.40,-3.58,-7.59
10875.76,-1.19,6.58,-3.87,-0.16,0.16,-0.54,-0.39,-1.02,-3.71,-7.77
10984.52,-2.02,5.90,-4.01,-0.16,0.16,-0.54,-0.41,-1.85,-3.85,-7.92
11094.36,-3.03,4.66,-4.15,-0.15,0.15,-0.55,-0.43,-2.87,-3.99,-7.69
11205.31,-4.17,3.12,-4.28,-0.13,0.13,-0.56,-0.45,-4.04,-4.15,-7.29
11317.36,-5.12,1.80,-4.42,-0.09,0.09,-0.57,-0.47,-5.02,-4.33,-6.92
11430.53,-5.84,0.48,-4.55,-0.04,0.04,-0.58,-0.49,-5.79,-4.51,-6.32
11544.84,-6.35,-0.67,-4.68,0.03,-0.03,-0.59,-0.51,-6.37,-4.70,-5.68
11660.29,-5.94,-0.89,-4.79,0.12,-0.12,-0.60,-0.53,-6.06,-4.91,-5.05
11776.89,-5.03,-0.64,-4.87,0.26,-0.26,-0.61,-0.56,-5.28,-5.12,-4.39
11894.66,-3.82,0.02,-4.91,0.44,-0.44,-0.63,-0.59,-4.25,-5.35,-3.84
12013.60,-2.41,0.81,-4.92,0.67,-0.67,-0.64,-0.62,-3.07,-5.59,-3.22
12133.74,-1.16,1.59,-4.91,0.93,-0.93,-0.66,-0.65,-2.09,-5.84,-2.75
12255.08,-0.24,2.10,-4.88,1.22,-1.22,-0.68,-0.68,-1.46,-6.10,-2.34
12377.63,0.31,2.27,-4.99,1.25,-1.25,-0.70,-0.71,-0.94,-6.24,-1.96
12501.41,0.12,1.97,-5.10,1.28,-1.28,-0.72,-0.75,-1.15,-6.38,-1.85
12626.42,-0.49,1.34,-5.21,1.30,-1.30,-0.74,-0.79,-1.79,-6.52,-1.83
12752.68,-1.54,0.47,-5.32,1.33,-1.33,-0.76,-0.84,-2.87,-6.66,-2.01
12880.21,-2.99,-0.57,-5.43,1.36,-1.36,-0.78,-0.88,-4.34,-6.79,-2.42
13009.01,-4.64,-1.76,-5.54,1.39,-1.39,-0.81,-0.93,-6.02,-6.93,-2.88
13139.10,-6.29,-2.76,-5.65,1.42,-1.42,-0.84,-0.99,-7.70,-7.06,-3.53
13270.49,-7.59,-3.35,-5.75,1.45,-1.45,-0.86,-1.05,-9.03,-7.20,-4.24
13403.20,-8.70,-3.84,-5.85,1.48,-1.48,-0.89,-1.11,-10.17,-7.33,-4.86
13537.23,-9.26,-3.67,-5.95,1.51,-1.51,-0.92,-1.18,-10.76,-7.46,-5.59
13672.60,-9.53,-3.32,-6.04,1.54,-1.54,-0.96,-1.26,-11.06,-7.58,-6.21
13809.33,-9.62,-2.72,-6.14,1.57,-1.57,-0.99,-1.34,-11.19,-7.71,-6.90
13947.42,-9.43,-1.76,-6.23,1.60,-1.60,-1.03,-1.43,-11.03,-7.83,-7.67
14086.90,-9.23,-1.03,-6.32,1.64,-1.64,-1.07,-1.52,-10.86,-7.95,-8.20
14227.77,-8.99,-0.25,-6.40,1.67,-1.67,-1.10,-1.62,-10.66,-8.07,-8.74
14370.04,-9.04,0.22,-6.49,1.70,-1.70,-1.15,-1.73,-10.74,-8.19,-9.26
14513.74,-9.53,0.17,-6.57,1.74,-1.74,-1.19,-1.85,-11.26,-8.31,-9.70
14658.88,-10.08,0.00,-6.65,1.77,-1.77,-1.24,-1.97,-11.85,-8.42,-10.08
14805.47,-10.69,-0.23,-6.73,1.81,-1.81,-1.28,-2.10,-12.49,-8.54,-10.46
14953.52,-11.16,-0.42,-6.81,1.84,-1.84,-1.33,-2.23,-13.00,-8.65,-10.74
15103.06,-11.08,-0.09,-6.89,1.87,-1.87,-1.38,-2.37,-12.95,-8.76,-10.99
15254.09,-10.33,0.78,-6.96,1.91,-1.91,-1.44,-2.50,-12.23,-8.87,-11.11
15406.63,-9.30,1.88,-7.03,1.94,-1.94,-1.50,-2.61,-11.24,-8.98,-11.18
15560.70,-7.81,3.49,-7.11,1.98,-1.98,-1.56,-2.72,-9.78,-9.08,-11.30
15716.30,-6.12,5.24,-7.18,2.01,-2.01,-1.62,-2.80,-8.13,-9.19,-11.36
15873.47,-4.52,6.94,-7.25,2.05,-2.05,-1.68,-2.85,-6.56,-9.29,-11.46
16032.20,-3.01,8.61,-7.31,2.08,-2.08,-1.75,-2.86,-5.09,-9.40,-11.62
16192.52,-1.87,9.90,-7.38,2.12,-2.12,-1.82,-2.83,-3.98,-9.50,-11.77
16354.45,-1.15,10.83,-7.45,2.15,-2.15,-1.89,-2.76,-3.30,-9.60,-11.98
16517.99,-0.88,11.35,-7.51,2.19,-2.19,-1.97,-2.64,-3.06,-9.70,-12.23
16683.17,-1.40,11.11,-7.57,2.22,-2.22,-2.04,-2.49,-3.62,-9.80,-12.51
16850.01,-2.19,10.58,-7.63,2.26,-2.26,-2.12,-2.32,-4.44,-9.89,-12.77
17018.51,-3.34,9.68,-7.69,2.29,-2.29,-2.20,-2.13,-5.63,-9.99,-13.02
17188.69,-4.75,8.48,-7.75,2.33,-2.33,-2.28,-1.93,-7.07,-10.08,-13.23
17360.58,-6.14,7.12,-7.81,2.37,-2.37,-2.37,-1.73,-8.50,-10.17,-13.26
17534.18,-7.26,5.91,-7.86,2.40,-2.40,-2.45,-1.54,-9.66,-10.26,-13.17
17709.53,-8.05,4.89,-7.91,2.44,-2.44,-2.53,-1.36,-10.48,-10.35,-12.94
17886.62,-8.19,4.36,-7.97,2.48,-2.48,-2.61,-1.19,-10.66,-10.44,-12.55
18065.49,-7.71,4.35,-8.02,2.51,-2.51,-2.68,-1.03,-10.22,-10.53,-12.06
18246.14,-7.13,4.41,-8.06,2.55,-2.55,-2.75,-0.90,-9.68,-10.62,-11.54
18428.60,-6.51,4.46,-8.11,2.59,-2.59,-2.80,-0.77,-9.09,-10.70,-10.97
18612.89,-6.03,4.27,-8.16,2.63,-2.63,-2.85,-0.66,-8.65,-10.78,-10.30
18799.02,-6.14,3.63,-8.20,2.67,-2.67,-2.87,-0.56,-8.80,-10.87,-9.77
18987.01,-7.04,2.21,-8.24,2.71,-2.71,-2.88,-0.48,-9.74,-10.95,-9.25
19176.88,-8.56,0.10,-8.28,2.74,-2.74,-2.86,-0.40,-11.30,-11.03,-8.66
19368.65,-10.88,-3.01,-8.32,2.78,-2.78,-2.82,-0.33,-13.66,-11.10,-7.87
19562.33,-13.13,-6.22,-8.36,2.82,-2.82,-2.73,-0.28,-15.95,-11.18,-6.91
19757.96,-15.18,-9.31,-8.39,2.86,-2.86,-2.61,-0.23,-18.04,-11.26,-5.87
19955.54,-16.85,-11.98,-8.43,2.90,-2.90,-2.45,-0.18,-19.75,-11.33,-4.87
