frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,fixed_band_eq,equalized_raw,equalized_smoothed,target
6547.41,1.60,2.55,1.36,2.41,-2.41,-2.43,-3.51,-0.81,-1.05,-0.95
6612.88,1.21,1.97,1.24,2.17,-2.17,-2.48,-3.55,-0.96,-0.93,-0.76
6679.01,1.00,1.66,1.13,1.96,-1.96,-2.53,-3.60,-0.96,-0.84,-0.66
6745.80,0.92,1.54,1.01,1.80,-1.80,-2.58,-3.65,-0.88,-0.79,-0.62
6813.26,0.87,1.50,0.90,1.68,-1.68,-2.64,-3.70,-0.81,-0.78,-0.63
6881.39,0.85,1.54,0.78,1.61,-1.61,-2.69,-3.75,-0.76,-0.83,-0.69
6950.21,0.88,1.65,0.66,1.58,-1.58,-2.74,-3.80,-0.71,-0.92,-0.77
7019.71,0.79,1.63,0.55,1.61,-1.61,-2.80,-3.85,-0.83,-1.07,-0.84
7089.91,0.64,1.58,0.43,1.69,-1.69,-2.86,-3.90,-1.05,-1.26,-0.94
7160.81,0.50,1.62,0.31,1.79,-1.79,-2.92,-3.95,-1.29,-1.48,-1.12
7232.41,0.39,1.77,0.20,1.93,-1.93,-2.98,-4.01,-1.54,-1.73,-1.38
7304.74,0.17,1.87,0.13,2.13,-2.13,-3.04,-4.05,-1.96,-2.00,-1.70
7377.79,0.09,2.15,0.09,2.37,-2.37,-3.11,-4.10,-2.28,-2.28,-2.06
7451.56,-0.08,2.31,0.09,2.66,-2.66,-3.18,-4.14,-2.74,-2.57,-2.39
7526.08,-0.12,2.58,0.10,2.95,-2.95,-3.25,-4.18,-3.08,-2.86,-2.70
7601.34,-0.09,2.91,0.12,3.26,-3.26,-3.33,-4.22,-3.35,-3.14,-3.00
7677.35,-0.10,3.05,0.17,3.58,-3.58,-3.41,-4.25,-3.68,-3.41,-3.15
7754.13,-0.06,3.29,0.24,3.90,-3.90,-3.49,-4.28,-3.96,-3.66,-3.35
7831.67,-0.02,3.53,0.31,4.20,-4.20,-3.58,-4.30,-4.23,-3.89,-3.55
7909.98,0.13,3.85,0.25,4.36,-4.36,-3.67,-4.31,-4.23,-4.11,-3.72
7989.08,0.47,4.41,0.10,4.44,-4.44,-3.77,-4.32,-3.98,-4.34,-3.94
8068.98,0.56,4.72,-0.11,4.50,-4.50,-3.87,-4.32,-3.94,-4.61,-4.16
8149.67,0.47,4.85,-0.47,4.44,-4.44,-3.97,-4.31,-3.97,-4.91,-4.38
8231.16,0.28,4.91,-0.89,4.33,-4.33,-4.08,-4.30,-4.05,-5.21,-4.63
8313.47,-0.69,4.14,-1.31,4.22,-4.22,-4.20,-4.28,-4.91,-5.52,-4.83
8396.61,-1.30,3.77,-1.73,4.03,-4.03,-4.32,-4.25,-5.33,-5.76,-5.07
8480.57,-2.13,3.18,-2.07,3.85,-3.85,-4.45,-4.22,-5.98,-5.91,-5.31
8565.38,-3.89,1.77,-2.30,3.67,-3.67,-4.58,-4.19,-7.56,-5.97,-5.66
8651.03,-5.97,0.24,-2.43,3.53,-3.53,-4.72,-4.15,-9.50,-5.95,-6.21
8737.54,-8.21,-1.30,-2.44,3.45,-3.45,-4.86,-4.10,-11.66,-5.89,-6.91
8824.92,-7.98,-0.34,-2.35,3.46,-3.46,-5.01,-4.05,-11.44,-5.81,-7.64
8913.17,-8.30,-0.44,-2.16,3.58,-3.58,-5.16,-4.00,-11.88,-5.74,-7.86
9002.30,-9.00,-1.64,-1.88,3.81,-3.81,-5.32,-3.95,-12.81,-5.69,-7.36
9092.32,-6.58,-0.23,-1.55,4.13,-4.13,-5.48,-3.89,-10.71,-5.68,-6.35
9183.25,-4.95,0.35,-1.18,4.52,-4.52,-5.65,-3.84,-9.47,-5.70,-5.30
9275.08,-3.19,0.25,-0.80,4.93,-4.93,-5.82,-3.78,-8.13,-5.74,-3.44
9367.83,-0.60,2.73,-0.45,5.35,-5.35,-5.99,-3.73,-5.95,-5.80,-3.33
9461.51,1.04,4.55,-0.12,5.76,-5.76,-6.16,-3.68,-4.72,-5.88,-3.51
9556.12,2.24,7.02,0.16,6.14,-6.14,-6.33,-3.62,-3.90,-5.98,-4.78
9651.68,3.24,9.83,0.38,6.46,-6.46,-6.49,-3.58,-3.23,-6.09,-6.59
9748.20,3.88,12.23,0.53,6.73,-6.73,-6.65,-3.53,-2.85,-6.20,-8.35
9845.68,4.10,14.16,0.63,6.93,-6.93,-6.80,-3.49,-2.83,-6.31,-10.06
9944.14,4.00,15.43,0.68,7.10,-7.10,-6.94,-3.45,-3.10,-6.42,-11.43
10043.58,3.69,16.11,0.70,7.22,-7.22,-7.06,-3.41,-3.53,-6.53,-12.42
10144.02,3.43,16.02,0.67,7.29,-7.29,-7.17,-3.38,-3.86,-6.62,-12.59
10245.46,3.09,15.77,0.61,7.33,-7.33,-7.26,-3.35,-4.24,-6.71,-12.68
10347.91,2.63,15.08,0.54,7.32,-7.32,-7.33,-3.33,-4.70,-6.78,-12.45
10451.39,2.06,14.32,0.45,7.28,-7.28,-7.38,-3.31,-5.23,-6.83,-12.26
10555.91,1.71,13.68,0.35,7.22,-7.22,-7.41,-3.29,-5.51,-6.87,-11.97
10661.46,1.46,13.09,0.24,7.14,-7.14,-7.42,-3.29,-5.68,-6.90,-11.63
10768.08,1.19,12.39,0.12,7.05,-7.05,-7.41,-3.28,-5.86,-6.93,-11.20
10875.76,1.11,11.88,-0.02,6.95,-6.95,-7.39,-3.28,-5.84,-6.98,-10.77
10984.52,1.06,11.33,-0.17,6.86,-6.86,-7.34,-3.29,-5.80,-7.03,-10.27
11094.36,1.05,10.77,-0.33,6.77,-6.77,-7.29,-3.31,-5.72,-7.09,-9.72
11205.31,1.09,10.20,-0.49,6.68,-6.68,-7.23,-3.33,-5.59,-7.17,-9.11
11317.36,1.12,9.56,-0.64,6.61,-6.61,-7.16,-3.35,-5.49,-7.25,-8.44
11430.53,1.22,8.87,-0.79,6.56,-6.56,-7.09,-3.39,-5.34,-7.34,-7.65
11544.84,1.22,7.83,-0.94,6.51,-6.51,-7.01,-3.43,-5.29,-7.45,-6.61
11660.29,1.33,6.75,-1.10,6.47,-6.47,-6.94,-3.47,-5.14,-7.57,-5.42
11776.89,1.38,5.45,-1.25,6.46,-6.46,-6.87,-3.53,-5.08,-7.71,-4.07
11894.66,1.40,4.15,-1.42,6.46,-6.46,-6.80,-3.59,-5.06,-7.87,-2.75
12013.60,1.52,3.10,-1.58,6.46,-6.46,-6.74,-3.66,-4.95,-8.05,-1.58
12133.74,1.72,2.81,-1.74,6.48,-6.48,-6.69,-3.74,-4.76,-8.23,-1.09
12255.08,1.89,3.31,-1.90,6.50,-6.50,-6.65,-3.83,-4.61,-8.40,-1.42
12377.63,1.07,3.16,-2.00,6.54,-6.54,-6.61,-3.93,-5.47,-8.54,-2.09
12501.41,-0.03,2.92,-2.10,6.57,-6.57,-6.59,-4.04,-6.60,-8.67,-2.95
12626.42,-1.56,2.39,-2.20,6.61,-6.61,-6.57,-4.16,-8.17,-8.81,-3.95
12752.68,-3.01,1.17,-2.31,6.65,-6.65,-6.56,-4.29,-9.66,-8.95,-4.18
12880.21,-3.61,-0.22,-2.41,6.69,-6.69,-6.56,-4.44,-10.30,-9.10,-3.39
13009.01,-3.41,-0.87,-2.52,6.73,-6.73,-6.57,-4.60,-10.14,-9.25,-2.54
13139.10,-2.68,-1.10,-2.63,6.77,-6.77,-6.58,-4.77,-9.45,-9.40,-1.58
13270.49,-2.50,-1.33,-2.74,6.81,-6.81,-6.61,-4.96,-9.31,-9.55,-1.17
13403.20,-2.50,-0.99,-2.86,6.85,-6.85,-6.64,-5.17,-9.35,-9.70,-1.51
13537.23,-2.76,-0.07,-2.98,6.88,-6.88,-6.68,-5.39,-9.64,-9.86,-2.69
13672.60,-2.92,1.24,-3.10,6.92,-6.92,-6.73,-5.64,-9.84,-10.02,-4.16
13809.33,-3.39,2.55,-3.22,6.96,-6.96,-6.78,-5.91,-10.35,-10.18,-5.94
13947.42,-3.88,3.91,-3.34,6.99,-6.99,-6.84,-6.20,-10.87,-10.34,-7.79
14086.90,-4.09,5.38,-3.47,7.03,-7.03,-6.90,-6.52,-11.12,-10.50,-9.47
14227.77,-4.20,6.75,-3.60,7.06,-7.06,-6.97,-6.86,-11.26,-10.66,-10.95
14370.04,-4.41,7.63,-3.74,7.09,-7.09,-7.04,-7.24,-11.50,-10.83,-12.04
14513.74,-4.96,8.11,-3.87,7.12,-7.12,-7.11,-7.65,-12.08,-11.00,-13.07
14658.88,-5.75,8.29,-4.01,7.15,-7.15,-7.18,-8.08,-12.90,-11.16,-14.04
14805.47,-6.44,8.70,-4.16,7.18,-7.18,-7.25,-8.56,-13.62,-11.33,-15.14
14953.52,-7.33,8.88,-4.30,7.21,-7.21,-7.32,-9.05,-14.54,-11.51,-16.21
15103.06,-8.00,9.09,-4.45,7.23,-7.23,-7.38,-9.58,-15.23,-11.68,-17.09
15254.09,-8.20,9.10,-4.60,7.26,-7.26,-7.45,-10.11,-15.46,-11.86,-17.30
15406.63,-8.53,8.50,-4.75,7.28,-7.28,-7.50,-10.62,-15.81,-12.03,-17.03
15560.70,-8.73,7.94,-4.91,7.31,-7.31,-7.55,-11.10,-16.04,-12.21,-16.67
15716.30,-8.95,7.60,-5.07,7.33,-7.33,-7.60,-11.48,-16.28,-12.40,-16.55
15873.47,-9.98,6.55,-5.23,7.35,-7.35,-7.63,-11.72,-17.33,-12.58,-16.53
16032.20,-10.97,5.88,-5.39,7.38,-7.38,-7.66,-11.78,-18.35,-12.77,-16.85
16192.52,-11.78,5.36,-5.56,7.40,-7.40,-7.67,-11.61,-19.18,-12.95,-17.14
16354.45,-12.71,4.42,-5.73,7.42,-7.42,-7.68,-11.23,-20.13,-13.15,-17.13
16517.99,-12.85,4.28,-5.90,7.44,-7.44,-7.67,-10.67,-20.29,-13.34,-17.13
16683.17,-12.00,4.90,-6.07,7.46,-7.46,-7.66,-9.99,-19.46,-13.53,-16.90
16850.01,-11.57,5.40,-6.25,7.48,-7.48,-7.64,-9.25,-19.05,-13.73,-16.97
17018.51,-11.21,6.01,-6.43,7.50,-7.50,-7.61,-8.48,-18.71,-13.93,-17.22
17188.69,-10.03,7.29,-6.61,7.52,-7.52,-7.57,-7.72,-17.55,-14.13,-17.32
17360.58,-8.99,8.27,-6.80,7.54,-7.54,-7.54,-6.98,-16.53,-14.34,-17.26
17534.18,-7.86,9.09,-6.99,7.56,-7.56,-7.50,-6.28,-15.42,-14.55,-16.95
17709.53,-6.72,9.83,-7.18,7.57,-7.57,-7.47,-5.62,-14.29,-14.75,-16.55
17886.62,-5.93,10.10,-7.38,7.59,-7.59,-7.44,-5.01,-13.52,-14.97,-16.03
18065.49,-5.24,10.48,-7.57,7.60,-7.60,-7.42,-4.44,-12.85,-15.18,-15.72
18246.14,-4.72,11.02,-7.77,7.62,-7.62,-7.42,-3.92,-12.34,-15.39,-15.74
18428.60,-4.90,10.83,-7.98,7.63,-7.63,-7.44,-3.44,-12.54,-15.61,-15.73
18612.89,-5.07,10.75,-8.18,7.65,-7.65,-7.47,-3.01,-12.72,-15.83,-15.82
18799.02,-4.89,10.84,-8.39,7.66,-7.66,-7.51,-2.61,-12.55,-16.05,-15.73
18987.01,-4.88,10.36,-8.60,7.67,-7.67,-7.57,-2.25,-12.56,-16.28,-15.24
19176.88,-5.10,8.96,-8.82,7.69,-7.69,-7.61,-1.93,-12.79,-16.50,-14.06
19368.65,-4.66,8.36,-9.03,7.70,-7.70,-7.63,-1.63,-12.36,-16.73,-13.02
19562.33,-4.57,7.61,-9.25,7.71,-7.71,-7.58,-1.37,-12.28,-16.96,-12.18
19757.96,-4.85,7.13,-9.48,7.72,-7.72,-7.41,-1.14,-12.57,-17.20,-11.98
19955.54,-5.12,7.03,-9.70,7.73,-7.73,-7.07,-0.93,-12.85,-17.43,-12.15
