frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
12255.08,-9.44,-4.51,-9.00,-3.30,0.00,-0.18,-9.44,-9.00,-4.94
12377.63,-9.95,-4.68,-9.36,-3.45,0.00,-0.17,-9.95,-9.36,-5.27
12501.41,-10.05,-4.50,-9.59,-3.53,0.00,-0.16,-10.05,-9.59,-5.55
12626.42,-9.93,-4.17,-9.71,-3.55,0.00,-0.15,-9.93,-9.71,-5.76
12752.68,-9.48,-3.59,-9.70,-3.53,0.00,-0.15,-9.48,-9.70,-5.89
12880.21,-9.01,-3.08,-9.60,-3.48,0.00,-0.14,-9.01,-9.60,-5.94
13009.01,-8.73,-2.85,-9.41,-3.43,0.00,-0.13,-8.73,-9.41,-5.89
13139.10,-8.63,-2.89,-9.12,-3.39,0.00,-0.13,-8.63,-9.12,-5.75
13270.49,-8.71,-3.20,-8.75,-3.36,0.00,-0.12,-8.71,-8.75,-5.52
13403.20,-8.77,-3.56,-8.34,-3.33,0.00,-0.12,-8.77,-8.34,-5.21
13537.23,-8.76,-3.91,-7.89,-3.30,0.00,-0.11,-8.76,-7.89,-4.85
13672.60,-8.42,-3.97,-7.46,-3.27,0.00,-0.11,-8.42,-7.46,-4.45
13809.33,-7.73,-3.69,-7.12,-3.24,0.00,-0.10,-7.73,-7.12,-4.05
13947.42,-7.04,-3.39,-6.91,-3.21,0.00,-0.10,-7.04,-6.91,-3.66
14086.90,-6.37,-3.06,-6.81,-3.17,0.00,-0.10,-6.37,-6.81,-3.32
14227.77,-6.03,-2.99,-6.83,-3.14,0.00,-0.09,-6.03,-6.83,-3.05
14370.04,-5.97,-3.10,-6.96,-3.11,0.00,-0.09,-5.97,-6.96,-2.87
14513.74,-6.08,-3.27,-7.20,-3.08,0.00,-0.09,-6.08,-7.20,-2.81
14658.88,-6.42,-3.55,-7.54,-3.04,0.00,-0.09,-6.42,-7.54,-2.87
14805.47,-7.08,-4.03,-8.00,-3.01,0.00,-0.08,-7.08,-8.00,-3.05
14953.52,-8.00,-4.65,-8.56,-2.97,0.00,-0.08,-8.00,-8.56,-3.35
15103.06,-9.42,-5.66,-9.22,-2.93,0.00,-0.08,-9.42,-9.22,-3.76
15254.09,-10.62,-6.35,-9.98,-2.87,0.00,-0.08,-10.62,-9.98,-4.27
15406.63,-11.42,-6.57,-10.81,-2.80,0.00,-0.08,-11.42,-10.81,-4.86
15560.70,-12.12,-6.63,-11.65,-2.73,0.00,-0.08,-12.12,-11.65,-5.50
15716.30,-12.81,-6.66,-12.41,-2.65,0.00,-0.08,-12.81,-12.41,-6.15
15873.47,-13.43,-6.65,-13.05,-2.62,0.00,-0.07,-13.43,-13.05,-6.79
16032.20,-13.87,-6.49,-13.55,-2.59,0.00,-0.07,-13.87,-13.55,-7.38
16192.52,-14.09,-6.18,-13.92,-2.54,0.00,-0.07,-14.09,-13.92,-7.91
16354.45,-14.21,-5.85,-14.18,-2.46,0.00,-0.07,-14.21,-14.18,-8.37
16517.99,-14.29,-5.56,-14.22,-2.35,0.00,-0.06,-14.29,-14.22,-8.73
16683.17,-14.32,-5.30,-14.05,-2.20,0.00,-0.06,-14.32,-14.05,-9.02
16850.01,-14.25,-5.03,-13.67,-2.02,0.00,-0.05,-14.25,-13.67,-9.22
17018.51,-13.83,-4.49,-13.14,-1.80,0.00,-0.05,-13.83,-13.14,-9.35
17188.69,-13.10,-3.68,-12.52,-1.54,0.00,-0.04,-13.10,-12.52,-9.42
17360.58,-12.13,-2.65,-11.86,-1.25,0.00,-0.04,-12.13,-11.86,-9.48
17534.18,-11.57,-2.02,-11.23,-0.93,-0.03,-0.04,-11.60,-11.26,-9.55
17709.53,-11.11,-1.47,-10.68,-0.60,-0.08,-0.03,-11.19,-10.76,-9.65
17886.62,-10.65,-0.86,-10.25,-0.25,-0.16,-0.03,-10.82,-10.42,-9.79
18065.49,-9.74,0.43,-10.21,0.01,-0.28,-0.03,-10.02,-10.49,-10.18
18246.14,-8.15,2.46,-10.26,0.26,-0.42,-0.02,-8.57,-10.68,-10.61
18428.60,-7.84,3.26,-10.40,0.52,-0.59,-0.02,-8.44,-10.99,-11.10
18612.89,-8.10,3.54,-10.63,0.77,-0.79,-0.02,-8.90,-11.42,-11.64
18799.02,-8.89,3.34,-10.94,1.03,-1.03,-0.02,-9.92,-11.97,-12.24
18987.01,-10.29,2.59,-11.35,1.28,-1.28,-0.01,-11.57,-12.63,-12.88
19176.88,-11.90,1.68,-11.84,1.53,-1.53,-0.01,-13.44,-13.38,-13.59
19368.65,-13.28,1.06,-12.43,1.79,-1.79,-0.01,-15.07,-14.22,-14.34
19562.33,-14.21,0.94,-13.10,2.04,-2.04,-0.01,-16.26,-15.14,-15.15
19757.96,-15.04,0.97,-13.86,2.30,-2.30,-0.01,-17.34,-16.16,-16.01
19955.54,-15.76,1.17,-14.71,2.56,-2.56,-0.01,-18.32,-17.26,-16.93
