frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
16192.52,-1.87,9.73,-7.20,1.98,-1.98,-3.84,-9.18,-11.59
16354.45,-1.15,10.66,-7.31,2.00,-2.00,-3.14,-9.30,-11.80
16517.99,-0.88,11.18,-7.41,2.01,-2.01,-2.89,-9.43,-12.05
16683.17,-1.40,10.94,-7.52,2.03,-2.03,-3.43,-9.55,-12.33
16850.01,-2.19,10.41,-7.63,2.05,-2.05,-4.23,-9.67,-12.59
17018.51,-3.34,9.51,-7.73,2.06,-2.06,-5.40,-9.80,-12.84
17188.69,-4.75,8.31,-7.84,2.08,-2.08,-6.83,-9.92,-13.05
17360.58,-6.14,6.95,-7.95,2.10,-2.10,-8.23,-10.05,-13.08
17534.18,-7.26,5.74,-8.06,2.11,-2.11,-9.37,-10.17,-12.99
17709.53,-8.05,4.72,-8.16,2.13,-2.13,-10.17,-10.29,-12.76
17886.62,-8.19,4.19,-8.27,2.14,-2.14,-10.33,-10.42,-12.37
18065.49,-7.71,4.18,-8.38,2.16,-2.16,-9.86,-10.54,-11.88
18246.14,-7.13,4.24,-8.49,2.17,-2.17,-9.30,-10.66,-11.36
18428.60,-6.51,4.29,-8.60,2.19,-2.19,-8.69,-10.78,-10.79
18612.89,-6.03,4.10,-8.71,2.20,-2.20,-8.22,-10.91,-10.12
18799.02,-6.14,3.46,-8.82,2.21,-2.21,-8.35,-11.03,-9.59
18987.01,-7.04,2.04,-8.92,2.23,-2.23,-9.26,-11.15,-9.07
19176.88,-8.56,-0.07,-9.03,2.24,-2.24,-10.79,-11.27,-8.48
19368.65,-10.88,-3.18,-9.14,2.25,-2.25,-13.13,-11.40,-7.69
19562.33,-13.13,-6.39,-9.25,2.26,-2.26,-15.39,-11.52,-6.73
19757.96,-15.18,-9.48,-9.36,2.28,-2.28,-17.45,-11.64,-5.69
19955.54,-16.85,-12.15,-9.47,2.29,-2.29,-19.13,-11.76,-4.69
