frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
7754.13,-5.65,-4.20,-5.35,-3.83,0.63,1.12,-5.03,-4.73,-1.46
7831.67,-5.80,-4.42,-5.46,-4.05,0.48,1.11,-5.32,-4.98,-1.39
7909.98,-5.84,-4.59,-5.48,-4.26,0.37,1.10,-5.48,-5.12,-1.25
7989.08,-5.77,-4.73,-5.40,-4.44,0.28,1.08,-5.49,-5.12,-1.05
8068.98,-5.51,-4.74,-5.22,-4.60,0.21,1.05,-5.30,-5.01,-0.78
8149.67,-5.19,-4.75,-4.97,-4.73,0.16,1.02,-5.03,-4.81,-0.44
8231.16,-4.84,-4.79,-4.69,-4.83,0.12,0.99,-4.72,-4.57,-0.05
8313.47,-4.29,-4.69,-4.38,-4.90,0.09,0.95,-4.20,-4.28,0.40
8396.61,-3.72,-4.60,-4.07,-4.95,0.07,0.91,-3.65,-4.00,0.88
8480.57,-3.28,-4.67,-3.78,-4.97,0.05,0.86,-3.23,-3.73,1.39
8565.38,-3.02,-4.93,-3.50,-4.98,0.04,0.81,-2.98,-3.46,1.90
8651.03,-2.89,-5.31,-3.23,-4.96,0.03,0.75,-2.86,-3.20,2.41
8737.54,-2.77,-5.67,-2.99,-4.92,0.02,0.69,-2.75,-2.96,2.89
8824.92,-2.69,-6.02,-2.77,-4.86,0.02,0.63,-2.68,-2.75,3.33
8913.17,-2.66,-6.36,-2.59,-4.78,0.01,0.56,-2.65,-2.58,3.70
9002.30,-2.71,-6.69,-2.49,-4.67,0.01,0.49,-2.70,-2.48,3.98
9092.32,-2.73,-6.90,-2.45,-4.54,0.01,0.42,-2.73,-2.44,4.17
9183.25,-2.70,-6.95,-2.48,-4.39,0.01,0.34,-2.70,-2.48,4.25
9275.08,-2.63,-6.85,-2.58,-4.24,0.00,0.27,-2.63,-2.57,4.22
9367.83,-2.53,-6.60,-2.69,-4.08,0.00,0.19,-2.53,-2.68,4.07
9461.51,-2.40,-6.20,-2.79,-3.90,0.00,0.11,-2.40,-2.79,3.80
9556.12,-2.38,-5.81,-2.87,-3.69,0.00,0.03,-2.38,-2.87,3.43
9651.68,-2.51,-5.48,-2.93,-3.43,0.00,-0.05,-2.51,-2.93,2.96
9748.20,-2.81,-5.23,-2.96,-3.13,0.00,-0.14,-2.81,-2.96,2.41
9845.68,-3.23,-5.03,-2.96,-2.79,0.00,-0.22,-3.23,-2.96,1.79
9944.14,-3.60,-4.72,-2.92,-2.42,0.00,-0.31,-3.60,-2.92,1.12
10043.58,-3.70,-4.11,-2.86,-2.05,0.00,-0.40,-3.70,-2.86,0.41
10144.02,-3.60,-3.29,-2.78,-1.68,0.00,-0.48,-3.60,-2.78,-0.31
10245.46,-3.28,-2.25,-2.69,-1.32,0.00,-0.57,-3.28,-2.69,-1.03
10347.91,-2.84,-1.11,-2.62,-0.95,-0.04,-0.66,-2.88,-2.66,-1.73
10451.39,-2.59,-0.19,-2.59,-0.59,-0.13,-0.75,-2.73,-2.73,-2.40
10555.91,-2.41,0.62,-2.66,-0.23,-0.27,-0.85,-2.69,-2.93,-3.04
10661.46,-2.35,1.27,-2.82,0.12,-0.46,-0.94,-2.82,-3.29,-3.63
10768.08,-2.37,1.80,-3.14,0.45,-0.68,-1.04,-3.05,-3.82,-4.18
10875.76,-2.59,2.10,-3.60,0.77,-0.90,-1.14,-3.49,-4.50,-4.69
10984.52,-3.02,2.15,-4.20,1.07,-1.12,-1.24,-4.14,-5.32,-5.17
11094.36,-3.66,1.96,-4.91,1.34,-1.34,-1.34,-5.01,-6.26,-5.62
11205.31,-4.49,1.57,-5.69,1.56,-1.56,-1.44,-6.05,-7.25,-6.06
11317.36,-5.63,0.85,-6.47,1.71,-1.71,-1.55,-7.34,-8.18,-6.48
11430.53,-6.91,-0.01,-7.20,1.81,-1.81,-1.66,-8.73,-9.01,-6.90
11544.84,-8.47,-1.15,-7.81,1.90,-1.90,-1.78,-10.37,-9.71,-7.32
11660.29,-9.71,-1.98,-8.29,2.02,-2.02,-1.90,-11.74,-10.31,-7.73
11776.89,-10.45,-2.30,-8.59,2.23,-2.23,-2.02,-12.68,-10.82,-8.15
11894.66,-10.83,-2.26,-8.69,2.53,-2.53,-2.15,-13.36,-11.22,-8.57
12013.60,-10.32,-1.34,-8.58,2.94,-2.94,-2.28,-13.26,-11.52,-8.98
12133.74,-9.37,0.01,-8.25,3.45,-3.45,-2.42,-12.82,-11.70,-9.38
12255.08,-8.03,1.73,-7.70,4.05,-4.05,-2.57,-12.08,-11.76,-9.76
12377.63,-6.56,3.53,-6.95,4.71,-4.71,-2.72,-11.27,-11.66,-10.09
12501.41,-5.21,5.16,-6.03,5.41,-5.41,-2.89,-10.62,-11.44,-10.37
12626.42,-4.13,6.45,-4.96,6.15,-6.15,-3.06,-10.28,-11.11,-10.58
12752.68,-3.04,7.67,-3.81,6.90,-6.90,-3.24,-9.95,-10.72,-10.72
12880.21,-2.25,8.51,-2.62,7.65,-7.65,-3.43,-9.90,-10.27,-10.76
13009.01,-1.21,9.50,-1.48,8.37,-8.37,-3.63,-9.58,-9.85,-10.71
13139.10,-0.30,10.27,-0.49,9.02,-9.02,-3.85,-9.32,-9.50,-10.57
13270.49,0.24,10.58,0.35,9.58,-9.58,-4.07,-9.34,-9.24,-10.34
13403.20,0.91,10.94,0.98,10.04,-10.04,-4.32,-9.13,-9.06,-10.04
13537.23,1.50,11.17,1.44,10.36,-10.36,-4.58,-8.87,-8.93,-9.67
13672.60,1.91,11.18,1.72,10.54,-10.54,-4.86,-8.64,-8.82,-9.28
13809.33,2.18,11.05,1.85,10.56,-10.56,-5.16,-8.38,-8.70,-8.87
13947.42,2.32,10.80,1.84,10.38,-10.38,-5.49,-8.06,-8.53,-8.48
14086.90,2.27,10.41,1.71,10.06,-10.06,-5.83,-7.79,-8.35,-8.14
14227.77,2.04,9.91,1.46,9.65,-9.65,-6.21,-7.61,-8.19,-7.87
14370.04,1.26,8.96,1.09,9.18,-9.18,-6.61,-7.93,-8.09,-7.70
14513.74,0.28,7.92,0.61,8.70,-8.70,-7.04,-8.43,-8.10,-7.64
14658.88,-0.19,7.50,0.07,8.23,-8.23,-7.50,-8.43,-8.16,-7.70
14805.47,-0.89,6.98,-0.52,7.80,-7.80,-7.99,-8.69,-8.32,-7.87
14953.52,-1.65,6.52,-1.25,7.40,-7.40,-8.51,-9.06,-8.65,-8.17
15103.06,-2.45,6.13,-2.04,7.07,-7.07,-9.05,-9.52,-9.10,-8.58
15254.09,-3.24,5.85,-2.87,6.79,-6.79,-9.59,-10.03,-9.66,-9.09
15406.63,-3.99,5.69,-3.81,6.57,-6.57,-10.13,-10.56,-10.38,-9.68
15560.70,-4.63,5.69,-4.87,6.41,-6.41,-10.61,-11.04,-11.28,-10.32
15716.30,-5.38,5.59,-6.03,6.30,-6.30,-11.01,-11.68,-12.33,-10.97
15873.47,-6.38,5.23,-7.22,6.24,-6.24,-11.27,-12.62,-13.46,-11.61
16032.20,-7.35,4.85,-8.40,6.21,-6.21,-11.33,-13.57,-14.62,-12.20
16192.52,-8.27,4.46,-9.61,6.22,-6.22,-11.19,-14.49,-15.83,-12.74
16354.45,-10.07,3.12,-10.83,6.25,-6.25,-10.83,-16.32,-17.08,-13.19
16517.99,-11.66,1.89,-11.84,6.29,-6.29,-10.30,-17.96,-18.13,-13.56
16683.17,-12.52,1.32,-12.60,6.35,-6.35,-9.65,-18.87,-18.95,-13.85
16850.01,-13.93,0.11,-13.10,6.39,-6.39,-8.93,-20.32,-19.49,-14.04
17018.51,-15.51,-1.34,-13.30,6.38,-6.38,-8.19,-21.89,-19.68,-14.17
17188.69,-16.01,-1.76,-13.28,6.33,-6.33,-7.45,-22.34,-19.61,-14.25
17360.58,-15.48,-1.18,-13.06,6.25,-6.25,-6.73,-21.74,-19.31,-14.31
17534.18,-14.43,-0.06,-12.66,6.19,-6.19,-6.05,-20.62,-18.85,-14.37
17709.53,-13.47,1.00,-12.14,6.15,-6.15,-5.41,-19.62,-18.28,-14.47
17886.62,-12.42,2.19,-11.51,6.14,-6.14,-4.82,-18.57,-17.65,-14.62
18065.49,-10.35,4.65,-11.43,6.34,-6.34,-4.27,-16.69,-17.76,-15.00
18246.14,-7.45,7.98,-11.33,6.58,-6.58,-3.76,-14.03,-17.90,-15.43
18428.60,-6.75,9.17,-11.20,6.86,-6.86,-3.30,-13.61,-18.06,-15.92
18612.89,-6.65,9.81,-11.06,7.20,-7.20,-2.88,-13.85,-18.25,-16.46
18799.02,-6.90,10.16,-10.89,7.58,-7.58,-2.50,-14.48,-18.47,-17.06
18987.01,-8.36,9.34,-10.71,8.01,-8.01,-2.15,-16.37,-18.71,-17.71
19176.88,-9.27,9.14,-10.50,8.48,-8.48,-1.84,-17.75,-18.98,-18.41
19368.65,-10.25,8.91,-10.28,9.00,-9.00,-1.56,-19.26,-19.28,-19.17
19562.33,-11.28,8.69,-10.03,9.58,-9.58,-1.31,-20.86,-19.61,-19.97
19757.96,-12.25,8.58,-9.76,10.19,-10.19,-1.08,-22.45,-19.96,-20.84
19955.54,-13.56,8.19,-9.47,10.86,-10.86,-0.88,-24.42,-20.33,-21.75
