frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
8737.54,3.63,-1.84,3.76,-1.71,0.02,-0.18,3.66,3.79,5.47
8824.92,3.49,-2.41,3.61,-2.12,0.02,-0.23,3.51,3.63,5.91
8913.17,3.29,-2.98,3.39,-2.50,0.01,-0.28,3.31,3.40,6.27
9002.30,3.14,-3.42,3.12,-2.83,0.01,-0.33,3.15,3.13,6.56
9092.32,2.84,-3.90,2.83,-3.11,0.01,-0.38,2.85,2.84,6.75
9183.25,2.52,-4.31,2.49,-3.32,0.01,-0.44,2.53,2.50,6.83
9275.08,2.21,-4.58,2.13,-3.46,0.00,-0.49,2.22,2.14,6.79
9367.83,1.83,-4.81,1.74,-3.52,0.00,-0.55,1.84,1.75,6.64
9461.51,1.40,-4.98,1.32,-3.50,0.00,-0.61,1.41,1.32,6.38
9556.12,0.85,-5.16,0.87,-3.41,0.00,-0.67,0.86,0.87,6.01
9651.68,0.34,-5.20,0.40,-3.26,0.00,-0.73,0.34,0.40,5.54
9748.20,-0.14,-5.13,-0.08,-3.06,0.00,-0.79,-0.14,-0.08,4.99
9845.68,-0.65,-5.02,-0.55,-2.82,0.00,-0.86,-0.65,-0.55,4.37
9944.14,-1.12,-4.81,-1.05,-2.56,0.00,-0.92,-1.12,-1.05,3.70
10043.58,-1.58,-4.57,-1.56,-2.29,0.00,-0.99,-1.58,-1.56,2.99
10144.02,-2.17,-4.43,-2.09,-2.03,0.00,-1.06,-2.17,-2.09,2.27
10245.46,-2.55,-4.09,-2.63,-1.80,0.00,-1.13,-2.55,-2.63,1.54
10347.91,-3.09,-3.93,-3.17,-1.59,0.00,-1.20,-3.09,-3.17,0.84
10451.39,-3.63,-3.80,-3.70,-1.39,0.00,-1.28,-3.63,-3.70,0.17
10555.91,-3.98,-3.52,-4.20,-1.20,0.00,-1.35,-3.98,-4.20,-0.46
10661.46,-4.47,-3.42,-4.67,-1.04,0.00,-1.43,-4.47,-4.67,-1.05
10768.08,-4.84,-3.24,-5.12,-0.92,0.00,-1.51,-4.84,-5.12,-1.60
10875.76,-5.35,-3.23,-5.54,-0.83,0.00,-1.60,-5.35,-5.54,-2.11
10984.52,-6.11,-3.51,-5.89,-0.74,0.00,-1.68,-6.11,-5.89,-2.59
11094.36,-6.48,-3.43,-6.18,-0.64,0.00,-1.77,-6.48,-6.18,-3.05
11205.31,-6.69,-3.20,-6.37,-0.52,-0.04,-1.87,-6.73,-6.41,-3.48
11317.36,-6.77,-2.86,-6.47,-0.35,-0.13,-1.97,-6.90,-6.60,-3.91
11430.53,-6.67,-2.34,-6.48,-0.12,-0.26,-2.07,-6.93,-6.74,-4.33
11544.84,-6.56,-1.82,-6.37,0.17,-0.45,-2.17,-7.01,-6.82,-4.74
11660.29,-6.43,-1.27,-6.17,0.52,-0.70,-2.28,-7.13,-6.87,-5.16
11776.89,-6.17,-0.59,-5.88,0.95,-1.04,-2.40,-7.21,-6.92,-5.57
11894.66,-5.75,0.25,-5.51,1.44,-1.48,-2.52,-7.22,-6.98,-5.99
12013.60,-5.23,1.18,-5.06,2.00,-2.00,-2.65,-7.22,-7.06,-6.41
12133.74,-4.51,2.30,-4.55,2.60,-2.60,-2.78,-7.11,-7.15,-6.81
12255.08,-3.87,3.31,-3.99,3.24,-3.24,-2.92,-7.11,-7.23,-7.18
12377.63,-3.24,4.28,-3.43,3.89,-3.89,-3.07,-7.13,-7.32,-7.52
12501.41,-2.66,5.14,-2.88,4.54,-4.54,-3.23,-7.20,-7.42,-7.80
12626.42,-2.10,5.91,-2.35,5.15,-5.15,-3.40,-7.25,-7.50,-8.01
12752.68,-1.68,6.46,-1.85,5.70,-5.70,-3.58,-7.38,-7.55,-8.14
12880.21,-1.35,6.83,-1.38,6.17,-6.17,-3.77,-7.52,-7.56,-8.18
13009.01,-0.98,7.16,-0.97,6.51,-6.51,-3.97,-7.49,-7.48,-8.13
13139.10,-0.62,7.38,-0.63,6.72,-6.72,-4.18,-7.33,-7.34,-7.99
13270.49,-0.28,7.49,-0.35,6.77,-6.77,-4.41,-7.05,-7.13,-7.76
13403.20,-0.05,7.41,-0.15,6.71,-6.71,-4.66,-6.76,-6.86,-7.46
13537.23,0.09,7.19,-0.04,6.57,-6.57,-4.92,-6.48,-6.61,-7.10
13672.60,0.06,6.76,-0.02,6.38,-6.38,-5.21,-6.32,-6.40,-6.70
13809.33,0.02,6.32,-0.09,6.16,-6.16,-5.51,-6.14,-6.25,-6.29
13947.42,-0.06,5.85,-0.22,5.93,-5.93,-5.84,-5.99,-6.16,-5.90
14086.90,-0.15,5.41,-0.39,5.72,-5.72,-6.19,-5.87,-6.11,-5.56
14227.77,-0.30,5.00,-0.57,5.54,-5.54,-6.57,-5.83,-6.10,-5.29
14370.04,-0.58,4.54,-0.75,5.40,-5.40,-6.98,-5.98,-6.15,-5.12
14513.74,-0.93,4.13,-0.94,5.33,-5.33,-7.43,-6.25,-6.27,-5.06
14658.88,-1.21,3.91,-1.12,5.32,-5.32,-7.90,-6.53,-6.44,-5.12
14805.47,-1.72,3.58,-1.28,5.39,-5.39,-8.40,-7.10,-6.67,-5.30
14953.52,-2.23,3.37,-1.45,5.52,-5.52,-8.94,-7.75,-6.97,-5.59
15103.06,-2.45,3.56,-1.62,5.73,-5.73,-9.50,-8.18,-7.35,-6.01
15254.09,-2.30,4.22,-1.80,5.99,-5.99,-10.06,-8.29,-7.79,-6.52
15406.63,-1.98,5.13,-2.01,6.31,-6.31,-10.62,-8.28,-8.32,-7.10
15560.70,-1.79,5.96,-2.27,6.65,-6.65,-11.13,-8.44,-8.92,-7.74
15716.30,-1.80,6.60,-2.53,7.01,-7.01,-11.55,-8.81,-9.55,-8.40
15873.47,-1.96,7.08,-2.79,7.38,-7.38,-11.82,-9.34,-10.17,-9.03
16032.20,-2.27,7.36,-3.03,7.73,-7.73,-11.89,-10.00,-10.76,-9.63
16192.52,-2.49,7.67,-3.26,8.07,-8.07,-11.73,-10.56,-11.33,-10.16
16354.45,-3.11,7.50,-3.48,8.40,-8.40,-11.35,-11.51,-11.88,-10.61
16517.99,-3.82,7.16,-3.62,8.74,-8.74,-10.78,-12.55,-12.35,-10.98
16683.17,-4.14,7.13,-3.66,9.08,-9.08,-10.10,-13.21,-12.74,-11.27
16850.01,-4.43,7.04,-3.62,9.42,-9.42,-9.34,-13.84,-13.04,-11.47
17018.51,-4.65,6.95,-3.46,9.76,-9.76,-8.56,-14.41,-13.22,-11.59
17188.69,-4.27,7.40,-3.16,10.10,-10.10,-7.79,-14.37,-13.27,-11.67
17360.58,-3.67,8.06,-2.76,10.46,-10.46,-7.05,-14.12,-13.21,-11.73
17534.18,-3.12,8.68,-2.29,10.82,-10.82,-6.34,-13.94,-13.11,-11.79
17709.53,-2.52,9.37,-1.79,11.19,-11.19,-5.68,-13.71,-12.98,-11.89
17886.62,-1.71,10.33,-1.30,11.58,-11.58,-5.06,-13.29,-12.88,-12.04
18065.49,-0.66,11.76,-1.19,12.00,-12.00,-4.49,-12.65,-13.18,-12.42
18246.14,0.76,13.62,-1.11,12.42,-12.42,-3.97,-11.66,-13.53,-12.86
18428.60,1.36,14.71,-1.06,12.86,-12.86,-3.49,-11.50,-13.92,-13.34
18612.89,1.58,15.47,-1.05,13.31,-13.31,-3.05,-11.73,-14.36,-13.89
18799.02,1.49,15.97,-1.07,13.77,-13.77,-2.65,-12.28,-14.84,-14.48
18987.01,0.69,15.82,-1.12,14.25,-14.25,-2.28,-13.55,-15.37,-15.13
19176.88,-0.52,15.32,-1.21,14.73,-14.73,-1.95,-15.25,-15.94,-15.83
19368.65,-1.64,14.95,-1.33,15.23,-15.23,-1.66,-16.87,-16.56,-16.59
19562.33,-2.45,14.95,-1.48,15.75,-15.75,-1.39,-18.19,-17.23,-17.40
19757.96,-3.25,15.01,-1.67,16.27,-16.27,-1.15,-19.52,-17.94,-18.26
19955.54,-4.01,15.17,-1.89,16.81,-16.81,-0.94,-20.82,-18.70,-19.17
