frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
15560.70,-7.21,1.50,-6.41,2.88,-2.88,-10.09,-9.29,-8.71
15716.30,-7.45,1.92,-6.64,3.20,-3.20,-10.65,-9.84,-9.36
15873.47,-7.49,2.51,-6.79,3.57,-3.57,-11.06,-10.36,-10.00
16032.20,-7.43,3.17,-6.84,3.99,-3.99,-11.42,-10.83,-10.60
16192.52,-7.32,3.81,-6.79,4.41,-4.41,-11.73,-11.20,-11.13
16354.45,-7.07,4.51,-6.62,4.83,-4.83,-11.90,-11.45,-11.58
16517.99,-6.63,5.32,-6.38,5.23,-5.23,-11.86,-11.61,-11.95
16683.17,-6.30,5.94,-6.08,5.60,-5.60,-11.90,-11.68,-12.24
16850.01,-5.81,6.63,-5.78,5.89,-5.89,-11.70,-11.67,-12.44
17018.51,-5.49,7.07,-5.61,6.09,-6.09,-11.58,-11.70,-12.56
17188.69,-5.35,7.29,-5.60,6.19,-6.19,-11.54,-11.79,-12.64
17360.58,-5.35,7.35,-5.82,6.19,-6.19,-11.54,-12.01,-12.70
17534.18,-5.44,7.33,-6.26,6.10,-6.10,-11.54,-12.36,-12.76
17709.53,-5.69,7.17,-6.90,5.91,-5.91,-11.60,-12.81,-12.86
17886.62,-6.40,6.61,-7.73,5.65,-5.65,-12.05,-13.38,-13.01
18065.49,-7.20,6.19,-8.50,5.52,-5.52,-12.72,-14.02,-13.39
18246.14,-9.03,4.80,-9.40,5.35,-5.35,-14.38,-14.75,-13.83
18428.60,-10.53,3.79,-10.42,5.14,-5.14,-15.67,-15.57,-14.31
18612.89,-12.65,2.21,-11.57,4.90,-4.90,-17.55,-16.47,-14.86
18799.02,-15.05,0.40,-12.84,4.62,-4.62,-19.66,-17.46,-15.45
18987.01,-16.58,-0.48,-14.24,4.29,-4.29,-20.87,-18.53,-16.10
19176.88,-17.83,-1.03,-15.76,3.93,-3.93,-21.76,-19.69,-16.80
19368.65,-18.56,-1.00,-17.41,3.53,-3.53,-22.09,-20.94,-17.56
19562.33,-19.22,-0.85,-19.18,3.09,-3.09,-22.31,-22.27,-18.37
19757.96,-19.79,-0.56,-21.08,2.61,-2.61,-22.40,-23.69,-19.23
19955.54,-20.38,-0.23,-23.10,2.10,-2.10,-22.47,-25.20,-20.14
